OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage,Quantity
20054,19,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED,135
20054,20,VEGETABLES,Cauliflower,10-12 months,,FROZEN,145
20054,21,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN,145
20054,22,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN,110
20054,23,VEGETABLES,Okra,2-3 days,,REFRIGERATED,110
20054,24,FRESH_MEAT,Cooked meats (after home cooking),3-4 days,,REFRIGERATED,125
20054,25,BAKERY,Quiche,3-4 days,,REFRIGERATED,110
20054,26,VEGETABLES,Spinach,1-2 days,,REFRIGERATED,105
20054,27,BAKERY,"Rolls, filled, meat or vegetables",2 months,,FROZEN,105
20054,28,VEGETABLES,Potatoes,10-12 months,Cooked and mashed,FROZEN,130
20054,29,DIARY,"Whipped, sweetened",1-2 months,,FROZEN,135
20054,30,DIARY,Cream cheese,,Do not freeze,FROZEN,125
20054,31,FROZEN_ITEM,Guacamole,3-4 days,,THAWED,100
20054,32,DIARY,"Eggnog, commercial",6 months,,FROZEN,145
20054,33,SHELF_ITEM,"Garlic, chopped",date on jar,opened,REFRIGERATED,135
20054,34,DELI_ITEM,Pate,1-2 days,,REFRIGERATED,135
20054,35,SHELLFISH,"Shrimp, scallops, crayfish, squid",3-6 months,,FROZEN,110
20054,36,VEGETABLES,Garlic,1 month,,FROZEN,145
20055,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,120
20055,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,115
20055,3,DIARY,Margarine,12 months,,FROZEN,135
20055,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,130
20055,5,SOY,Tofu,1 week,,REFRIGERATED,125
20055,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,100
20055,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,100
20055,8,FRUIT,Apples,1-2 days,,SHELF,100
20055,9,FRUIT,Bananas,Until ripe,,SHELF,135
20055,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,105
20055,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,120
20055,12,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN,115
20055,13,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED,120
20055,14,VEGETABLES,Cucumbers,4-5 days,,REFRIGERATED,140
20055,15,PROCESSED_MEAT,Bacon,1 month,,FROZEN,145
20055,16,BAKERY,"Pies, pecan",1-2 months,,FROZEN,115
20055,17,FRUIT,Melons,3-4 days,,REFRIGERATED,140
20055,18,CRACKERS,Crackers,3-4 months,opened,FROZEN,120
20055,19,VEGETABLES,"Lettuce, iceberg",,Do not freeze,FROZEN,125
20055,20,PROCESSED_POULTRY,Rotisserie chicken,3-4 days,,REFRIGERATED,100
20055,21,FRESH_MEAT,Ground meat,3-4 months,,FROZEN,105
20055,22,PROCESSED_POULTRY,Ground turkey or chicken,1-2 days,,REFRIGERATED,130
20055,23,DELI_ITEM,"Chicken, rotisserie or fried",4 months,,FROZEN,125
20055,24,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN,105
20055,25,BAKERY,"Cakes, fruit cake",6 months,,REFRIGERATED,100
20055,26,SHELF_ITEM,"Coffee, instant, jars and tins",3-4 months,,FROZEN,140
20055,27,FRUIT,Citrus Fruit,1-2 weeks,,REFRIGERATED,110
20055,28,BAKERY,"Pies, mincemeat",8 months,,FROZEN,115
20055,29,BAKERY,"Bread, commercial*",3 months,,FROZEN,100
20055,30,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED,140
20055,31,DELI_ITEM,"Main dishes or meals, hot or refrigerated",3-4 days,,REFRIGERATED,130
20055,32,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,145
20055,33,DELI_ITEM,Meats covered with gravy or broth,1-2 days,,REFRIGERATED,130
20055,34,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN,135
20055,35,VEGETABLES,"Squash, summer",4-5 days,,REFRIGERATED,145
20055,36,PROCESSED_MEAT,"Sausage, smoked links, patties",1-2 months,,FROZEN,140
20056,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,115
20056,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,135
20056,3,DIARY,Margarine,12 months,,FROZEN,125
20056,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,105
20056,5,SOY,Tofu,1 week,,REFRIGERATED,105
20056,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,130
20056,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,120
20056,8,FRUIT,Apples,1-2 days,,SHELF,125
20056,9,FRUIT,Bananas,Until ripe,,SHELF,135
20056,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,120
20056,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,145
20056,12,BAKERY,"Cakes, chocolate",1 week,,REFRIGERATED,140
20056,13,FISH,Surimi seafood,3-4 days,,REFRIGERATED,110
20056,14,FROZEN_ITEM,Bagels,2 months,,FROZEN,100
20056,15,VEGETABLES,Mushrooms,10-12 months,,FROZEN,115
20056,16,SHELF_ITEM,Spaghetti sauce in jars,4 days,opened,REFRIGERATED,115
20056,17,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED,115
20056,18,FROZEN_ITEM,Tempeh,12 months,,FROZEN,130
20056,19,FRESH_MEAT,Cooked meats (after home cooking),2-3 months,,FROZEN,110
20056,20,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,100
20056,21,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED,140
20056,22,PROCESSED_POULTRY,Fried chicken,4 months,,FROZEN,120
20056,23,CONDIMENTS,"Mayonnaise, commercial",2 months,opened,REFRIGERATED,110
20056,24,FRUIT,"Peaches, nectarines",2 months,"Sliced, lemon juice & sugar",FROZEN,145
20056,25,PASTA,"Pasta, fresh",package date,,REFRIGERATED,105
20056,26,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",,Do not freeze,FROZEN,105
20056,27,DIARY,"Whipped, sweetened",1 day,,REFRIGERATED,120
20056,28,PROCESSED_MEAT,"Lunch meats, after opening",1-2 months,,FROZEN,105
20056,29,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN,125
20056,30,SHELF_ITEM,"Oils, olive or vegetable",4 months,opened,REFRIGERATED,100
20056,31,SMOKEDFISH,"Salmon, whitefish, cold-smoked",5-8 days,,REFRIGERATED,130
20056,32,PROCESSED_POULTRY,"Chicken nuggets, patties",1-3 months,,FROZEN,145
20056,33,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED,115
20056,34,VEGETABLES,Beets,6-8 months,,FROZEN,145
20057,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,63
20057,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,75
20057,3,DIARY,Margarine,12 months,,FROZEN,66
20057,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,72
20057,5,SOY,Tofu,1 week,,REFRIGERATED,81
20057,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,69
20057,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,72
20057,8,FRUIT,Apples,1-2 days,,SHELF,60
20057,9,FRUIT,Bananas,Until ripe,,SHELF,81
20057,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,63
20057,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,87
20057,12,CONDIMENTS,"Salsa, picante & taco sauces",1 month,opened,REFRIGERATED,69
20057,13,BAKERY,Quiche,3-4 days,,REFRIGERATED,75
20057,14,FRUIT,Melons,3-4 days,,REFRIGERATED,78
20057,15,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED,66
20057,16,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN,60
20057,17,DIARY,Sour cream,Do not freeze,,FROZEN,75
20057,18,PROCESSED_POULTRY,"Lunch meats, sealed in package",1-2 months,,FROZEN,69
20057,19,SHELF_ITEM,"Baby food, meats & eggs",1 day,opened,REFRIGERATED,84
20057,20,PASTA,"Pasta, fresh",package date,,REFRIGERATED,87
20057,21,DELI_ITEM,Meats covered with gravy or broth,6 months,,FROZEN,84
20057,22,VEGETABLES,Mushrooms,10-12 months,,FROZEN,69
20057,23,VEGETABLES,Radishes,,Do not freeze,FROZEN,63
20057,24,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN,78
20057,25,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",2 weeks,opened,REFRIGERATED,75
20057,26,FRESH_POULTRY,Giblets,1-2 days,,REFRIGERATED,87
20057,27,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED,75
20057,28,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED,72
20057,29,FROZEN_ITEM,"Fish, raw",6 months,,FROZEN,81
20057,30,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN,81
20057,31,DIARY,"Cottage cheese, ricotta",,Do not freeze,FROZEN,81
20057,32,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED,87
20057,33,PASTA,"Pasta, fresh",1-2 days,,REFRIGERATED,63
20057,34,SHELF_ITEM,"Yeast, dry, packets and jars",Use by date,opened,REFRIGERATED,84
20057,35,VEGETABLES,Eggplant,6-8 months,,FROZEN,81
20058,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,75
20058,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,78
20058,3,DIARY,Margarine,12 months,,FROZEN,69
20058,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,60
20058,5,SOY,Tofu,1 week,,REFRIGERATED,84
20058,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,75
20058,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,66
20058,8,FRUIT,Apples,1-2 days,,SHELF,72
20058,9,FRUIT,Bananas,Until ripe,,SHELF,60
20058,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,63
20058,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,69
20058,12,VEGETABLES,Bok choy,10-12 months,,FROZEN,81
20058,13,DELI_ITEM,Pudding,2 days,opened,REFRIGERATED,84
20058,14,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,75
20058,15,DELI_ITEM,"Cheese, soft (such as brie, bel paese, goat cheese, fresh mozzarella)",6 months,,FROZEN,84
20058,16,BAKERY,"Rolls, yeast, baked",1 week,,REFRIGERATED,87
20058,17,VEGETABLES,Celery,10-12 months,,FROZEN,84
20058,18,FROZEN_ITEM,Ice cream,2-4 months,,FROZEN,81
20058,19,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,60
20058,20,BAKERY,"Cakes, pound cake",1 week,,REFRIGERATED,78
20058,21,FROZEN_ITEM,Ice cream,2-4 months,,FROZEN,81
20058,22,SHELF_ITEM,"Rice, flavored or herb mixes",6 months,opened,REFRIGERATED,75
20058,23,BAKING,Chocolate syrup,6 months,opened,REFRIGERATED,78
20058,24,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,REFRIGERATED,75
20058,25,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED,69
20058,26,DIARY,Pudding,2 days,opened,REFRIGERATED,87
20058,27,SMOKEDFISH,"Salmon, whitefish, hot smoked",package date,,REFRIGERATED,75
20058,28,FRUIT,Avocados,,Do not freeze,FROZEN,69
20058,29,BAKERY,Cheesecake,2-3 months,,FROZEN,75
20058,30,SHELLFISH,"Shucked clams, mussels and oysters",1-2 days,,REFRIGERATED,84
20058,31,FROZEN_ITEM,Bagels,2 months,,FROZEN,72
20058,32,VEGETABLES,"Beans, green or wax",8 months,,FROZEN,84
20058,33,BAKERY,"Cakes, angel food",2 months,,FROZEN,60
20058,34,SHELLFISH,"Live clams, mussels, crab and oysters",2-3 months,,FROZEN,87
20058,35,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED,63
20058,36,FISH,Surimi seafood,9 months,,FROZEN,60
20058,37,VEGETABLES,Celery,1-2 weeks,,REFRIGERATED,78
20059,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,66
20059,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,87
20059,3,DIARY,Margarine,12 months,,FROZEN,78
20059,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,72
20059,5,SOY,Tofu,1 week,,REFRIGERATED,75
20059,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,87
20059,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,75
20059,8,FRUIT,Apples,1-2 days,,SHELF,66
20059,9,FRUIT,Bananas,Until ripe,,SHELF,72
20059,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,78
20059,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,60
20059,12,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED,81
20059,13,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED,81
20059,14,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED,87
20059,15,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",1-2 days,,REFRIGERATED,69
20059,16,FROZEN_ITEM,"Sherbet, sorbet",2-4 months,,FROZEN,60
20059,17,PROCESSED_POULTRY,Cooked poultry dishes,4-6 months,,FROZEN,60
20059,18,DOUGH,Cookie dough,2 months,,FROZEN,63
20059,19,BAKERY,"Cakes, angel food",2 months,,FROZEN,63
20059,20,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED,60
20059,21,VEGETABLES,"Lettuce, iceberg",,Do not freeze,FROZEN,84
20059,22,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED,60
20059,23,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED,66
20059,24,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN,75
20059,25,BAKERY,"Pies, fruit",1 week,,REFRIGERATED,81
20059,26,FROZEN_ITEM,Egg substitutes,12 months,,FROZEN,60
20059,27,SHELLFISH,"Crab meat, pasteurized",4 months,,FROZEN,84
20059,28,BAKERY,"Cakes, chocolate",4 months,,FROZEN,84
20059,29,VEGETABLES,Greens,10-12 months,,FROZEN,69
20059,30,FISH,"Cooked fish, all",1-2 months,,FROZEN,75
20059,31,BAKING,"Frosting, canned",1 week,opened,REFRIGERATED,81
20059,32,VEGETABLES,"Squash, summer",4-5 days,,REFRIGERATED,69
20059,33,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED,81
20060,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,60
20060,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,63
20060,3,DIARY,Margarine,12 months,,FROZEN,72
20060,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,60
20060,5,SOY,Tofu,1 week,,REFRIGERATED,87
20060,6,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED,87
20060,7,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",6-9 months,,REFRIGERATED,84
20060,8,FRUIT,Apples,1-2 days,,SHELF,84
20060,9,FRUIT,Bananas,Until ripe,,SHELF,78
20060,10,VEGETABLES,Tomatoes,Until ripe,,SHELF,69
20060,11,SHELF_ITEM,"Rice, white or wild",2 years,unopened,SHELF,75
20060,12,PROCESSED_MEAT,"Ham, fully cooked, slices or half",1-2 months,,FROZEN,72
20060,13,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN,75
20060,14,FRESH_POULTRY,"Chicken or turkey, parts",1-2 days,,REFRIGERATED,81
20060,15,FROZEN_ITEM,Lobster tails,3 months,,FROZEN,78
20060,16,BAKERY,Quiche,3-4 days,,REFRIGERATED,84
20060,17,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED,84
20060,18,SHELF_ITEM,"Fruits, dried",6 months,opened,REFRIGERATED,60
20060,19,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED,69
20060,20,SHELLFISH,"Cooked shellfish, all",3 months,,FROZEN,66
20060,21,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED,66
20060,22,FRUIT,Apples,3 weeks,,REFRIGERATED,63
20060,23,FRUIT,"Pears, Plums",3-4 days,,REFRIGERATED,84
20060,24,BAKERY,"Doughnuts, glazed or cake, dairy cream filled",3-4 days,,REFRIGERATED,63
20060,25,BAKERY,"Doughnuts, glazed or cake, dairy cream filled",3-4 days,,REFRIGERATED,78
20060,26,FROZEN_ITEM,Bagels,1-2 weeks,,THAWED,63
20060,27,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",6 months,,FROZEN,84
20060,28,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN,84
20060,29,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED,72
20060,30,FROZEN_ITEM,"Sherbet, sorbet",2-4 months,,FROZEN,75
20060,31,BAKERY,Cheesecake,2-3 months,,FROZEN,78
20060,32,DIARY,Butter,1-3 months,,REFRIGERATED,84
20060,33,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED,69
20060,34,FRESH_POULTRY,"Chicken or turkey, parts",9 months,,FROZEN,63
20061,1,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED,66
20061,2,DIARY,"Eggs, in shell",3-5 weeks,,REFRIGERATED,72
20061,3,DIARY,Margarine,12 months,,FROZEN,75
20061,4,DIARY,"Milk, plain or flavored",1 week,,REFRIGERATED,75
